% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sqrt(diag(C))", seed=645402, Tue Mar 20 11:25:48 2018, <python>{}</python>
1 8 0.0536661334158 0 0 0.0525636637618 0.0522122848377 0.0491649462887 0.049333648088
2 16 0.0418827910625 0 0 0.0406654337005 0.0402196717416 0.0360953165729 0.0345178501256
3 24 0.0321840995434 0 0 0.0292157370845 0.0276082405515 0.0275626645375 0.0262966746687
4 32 0.0292407584134 0 0 0.027177387942 0.0244539898715 0.0242254736038 0.0239754581638
5 40 0.0260950024196 0 0 0.0232265790457 0.0218479821038 0.0212617272927 0.0208528457279
6 48 0.0202467285691 0 0 0.0174002731138 0.0162584593803 0.0159815272909 0.0157369686566
7 56 0.0165335564827 0 0 0.0131761098545 0.0126558909734 0.0130399232237 0.0124554645025
8 64 0.0161892774831 0 0 0.0127014113826 0.0123041259764 0.0127731531143 0.0125442029528
9 72 0.0182760538277 0 0 0.0145854694628 0.0131560190883 0.0146328515158 0.0142036064399
10 80 0.017940372198 0 0 0.0142163903074 0.012551128144 0.0146089376146 0.013212572531
11 88 0.0137450655251 0 0 0.0109389658837 0.00957935338611 0.011125314247 0.0101448256624
12 96 0.0121120000596 0 0 0.00944384631731 0.00813971012876 0.00961184209925 0.00859638250304
13 104 0.0113692546212 0 0 0.00874650005083 0.007691793664 0.00899018379329 0.00795705816881
14 112 0.0118575119155 0 0 0.00873650478635 0.00773470738976 0.00953296793475 0.00805004783062
15 120 0.0167000278798 0 0 0.0125143790141 0.0112897729009 0.0139994337058 0.0115688796074
16 128 0.0163409290613 0 0 0.01246946596 0.0112949265429 0.0136027757787 0.011500275498
17 136 0.0129988968203 0 0 0.00983528600872 0.008881730529 0.0106190466133 0.00893692904331
18 144 0.0101026847935 0 0 0.00764371649558 0.00696036985545 0.00824414143193 0.00690883321656
19 152 0.0107169033737 0 0 0.00821587641617 0.00740999714058 0.00861689281386 0.00732741357561
20 160 0.0121311505611 0 0 0.00897476830669 0.00788284964211 0.00900392824853 0.00781306775112
21 168 0.0159991390081 0 0 0.011978933717 0.0104343109416 0.0119539192103 0.0101406266013
22 176 0.0169535926631 0 0 0.0126399857203 0.0109745458792 0.0125138163222 0.0107112995606
23 184 0.0173841388082 0 0 0.0130054097715 0.0111295872064 0.0126197142309 0.0110246362568
24 192 0.0171202220299 0 0 0.0128813923155 0.0111233477268 0.0124134829196 0.0109650503322
25 200 0.0185610882578 0 0 0.0138954786188 0.0119371388442 0.013331915375 0.0118582610763
26 208 0.0188917601841 0 0 0.0140432339693 0.0120608925578 0.0134636638878 0.0119845036297
27 216 0.0186429420642 0 0 0.0135055003223 0.0115807975016 0.0129498279754 0.011422560742
28 224 0.0174140102225 0 0 0.0127276865008 0.0109266234475 0.0122313461229 0.0107956444321
29 232 0.0152270698178 0 0 0.0111018808582 0.0095212446414 0.0106149287191 0.00941814942117
30 240 0.0175351520213 0 0 0.0126131254849 0.0107578749113 0.0120986951664 0.0106501456673
31 248 0.0170711299199 0 0 0.0121091003464 0.0103102386613 0.0116135426534 0.0101700412673
32 256 0.0149833859882 0 0 0.0106444495952 0.0090842045964 0.0101987292983 0.00895276881879
33 264 0.0169247811435 0 0 0.0121578506978 0.0104269639447 0.0116961043907 0.0102834685907
34 272 0.0170800847029 0 0 0.0122898975268 0.01055470577 0.011827016269 0.0104039768551
35 280 0.0167550850223 0 0 0.011927569621 0.0102038850687 0.0114567565496 0.0100519424749
36 288 0.0173460734091 0 0 0.0123997595239 0.0106167059601 0.0118929194649 0.0104596779958
37 296 0.0133059891798 0 0 0.00940997564429 0.00805264639519 0.0090274973636 0.00790564646418
38 304 0.0103647699886 0 0 0.00730379566334 0.00623355505585 0.00699334000274 0.00612048364808
39 312 0.00891930900108 0 0 0.00625678355968 0.00532306784106 0.00598549335621 0.00523183140973
40 320 0.00829973320862 0 0 0.00582421198814 0.00496059613484 0.00557561834592 0.00487053400861
41 328 0.00813913354834 0 0 0.00567416249466 0.00482109949105 0.00542682026599 0.00473232405348
42 336 0.00756414945618 0 0 0.00527261445479 0.00447859802919 0.00503906943547 0.00439609718456
43 344 0.00867373941584 0 0 0.00604012172054 0.0051289018875 0.0057714751321 0.00503143913182
44 352 0.0109714834967 0 0 0.00769788231307 0.00658074593219 0.00736803617589 0.00643995155811
45 360 0.00979290300778 0 0 0.00683448145516 0.00583084372426 0.00654137891698 0.00570770016783
46 368 0.00862408362384 0 0 0.00599768405002 0.00511172335064 0.00574466227923 0.00500112963482
47 376 0.00830862848827 0 0 0.00575610726408 0.0048979617822 0.00551394366188 0.00479131512862
48 384 0.00789716855342 0 0 0.00547018828511 0.0046538378443 0.0052386832682 0.00455352828962
49 392 0.00736304152189 0 0 0.00509196479438 0.00432994260104 0.00487651768186 0.00423643867559
50 400 0.00821974272441 0 0 0.00569903830873 0.00485276043391 0.00545918964618 0.00474709501101
51 408 0.00981813131035 0 0 0.00683847007698 0.0058361064208 0.00655446889721 0.00570587072353
52 416 0.00944419026605 0 0 0.00657654089815 0.0056114859532 0.00630360328563 0.00548698978503
53 424 0.00859586488057 0 0 0.0059701219846 0.00508972425877 0.00572250773124 0.00497562739726
54 432 0.00795958706985 0 0 0.00552012544824 0.00470144313393 0.00529023297508 0.00459738293758
55 440 0.00877483768192 0 0 0.00608064787476 0.00517654853801 0.00582730143394 0.00506253527
56 448 0.00911845825838 0 0 0.00631192805323 0.00537102391735 0.00604903141235 0.00525225772112
