% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=258449, Fri Mar 16 14:46:21 2018
1 8 -0.113488262905 -0.0478900765497 0.0589664210559 0.0992134371034 1 1 1 1
2 16 -0.114066367817 -0.0508253570534 0.0469949706 0.214110531386 1 1 1 1
3 24 -0.294140782206 -0.0180232084472 0.01538685007 0.46734346268 1 1 1 1
4 32 -0.281123137904 -0.152358416474 0.140904166272 0.515729963702 1 1 1 1
5 40 -0.285247191392 -0.160811168158 0.15962098315 0.568334265689 1 1 1 1
6 48 -0.260843205133 -0.224182369762 0.222973036926 0.595996031628 1 1 1 1
7 56 -0.486893442439 -0.367571693397 0.360440552432 0.499918185146 1 1 1 1
8 64 -0.543498178867 -0.432323825079 0.403015908804 0.457018430293 1 1 1 1
9 72 -0.461752478502 -0.387786118593 0.401048943528 0.480913214808 1 1 1 1
10 80 -0.419300726001 -0.363404104302 0.389786124866 0.52052803937 1 1 1 1
11 88 -0.376402882155 -0.3015719169 0.339387330246 0.621895443295 1 1 1 1
12 96 -0.354341411015 -0.284319013255 0.313560052154 0.65126052682 1 1 1 1
13 104 -0.349448211002 -0.31512213098 0.303826268977 0.649552038086 1 1 1 1
14 112 -0.317510872514 -0.235661244412 0.269381231859 0.694506797107 1 1 1 1
15 120 -0.415072544038 -0.387355701874 0.349240322162 0.550343100039 1 1 1 1
16 128 -0.360732722022 -0.20807411573 0.215047126446 0.672459707942 1 1 1 1
17 136 -0.353042464895 -0.183362719569 0.20401893194 0.683264946171 1 1 1 1
18 144 -0.321033033033 -0.109604273228 0.186647318533 0.725009282264 1 1 1 1
19 152 -0.322536771301 -0.0679873678878 0.149292261187 0.741559203375 1 1 1 1
20 160 -0.318532688731 -0.255657734606 0.0164241603161 0.786464772547 1 1 1 1
21 168 -0.290295628218 -0.282878983596 0.0649703814623 0.796052393355 1 1 1 1
22 176 -0.298315814461 -0.290364473515 0.0785016585192 0.825400025199 1 1 1 1
23 184 -0.282109839911 -0.246765097961 0.100252290401 0.81737085836 1 1 1 1
24 192 -0.388509534809 -0.0329802853951 0.0977851418694 0.795213392806 1 1 1 1
25 200 -0.50795800026 -0.00678015144103 0.0239748658034 0.752549439891 1 1 1 1
26 208 -0.499860646127 -0.092337474831 0.0409452651888 0.761825740966 1 1 1 1
27 216 -0.596781744539 -0.00558373155932 0.0316162682428 0.69135107092 1 1 1 1
28 224 -0.611283461054 -0.000450568279067 0.0461400185409 0.711901298599 1 1 1 1
29 232 -0.707922177887 -0.0637399330993 0.0814700291798 0.710015793545 1 1 1 1
30 240 -0.747352401302 -0.0906958741846 0.0722652663315 0.616384627248 1 1 1 1
31 248 -0.826259053673 -0.119996064433 0.0811743080376 0.61314144558 1 1 1 1
32 256 -0.880433613885 -0.198641387 0.171781425502 0.660180260035 1 1 1 1
33 264 -0.899350742289 -0.266796859769 0.306680311631 0.759984880842 1 1 1 1
34 272 -0.914200416669 -0.229233601549 0.255218593452 0.735061439377 1 1 1 1
35 280 -0.931753847759 -0.233667875514 0.233417088054 0.708533764468 1 1 1 1
36 288 -0.914607298214 -0.177750154887 0.181548562421 0.644310203415 1 1 1 1
37 296 -0.902368098703 -0.233651734431 0.274325418359 0.654959613703 1 1 1 1
38 304 -0.927858635642 -0.163787528435 0.213553566945 0.579800744908 1 1 1 1
39 312 -0.932576600011 -0.144489688384 0.186009317395 0.550417560586 1 1 1 1
40 320 -0.948926332221 -0.00561852310282 0.014945573772 0.416264466994 1 1 1 1
41 328 -0.964743629103 -0.0389393127742 0.045954939325 0.399660676167 1 1 1 1
42 336 -0.972505003616 -0.0683995605057 0.0887839928274 0.390512540589 1 1 1 1
43 344 -0.975989770454 -0.0797354317219 0.0867234590556 0.371028080509 1 1 1 1
